,Year,Month,Cost Centre,Account,Account Type,Amount
3168,2021,Apr,CC100,ACC3000000,Asset,934.541
3170,2021,Apr,CC100,ACC3000002,Asset,516.423
3171,2021,Apr,CC100,ACC4000001,Liability,816.0
3172,2021,Apr,CC101,ACC1000000,Revenue,414.684
3173,2021,Apr,CC101,ACC1000001,Revenue,327.959
3174,2021,Apr,CC101,ACC1000002,Revenue,56.151
3175,2021,Apr,CC101,ACC1000004,Revenue,365.785
3176,2021,Apr,CC101,ACC2000000,Expense,456.381
3177,2021,Apr,CC101,ACC2000001,Expense,239.544
3178,2021,Apr,CC101,ACC2000002,Expense,92.07
3179,2021,Apr,CC101,ACC2000003,Expense,170.702
3180,2021,Apr,CC101,ACC2000005,Expense,482.136
3181,2021,Apr,CC101,ACC3000000,Asset,-729.447
3183,2021,Apr,CC101,ACC3000002,Asset,171.995
3184,2021,Apr,CC101,ACC4000001,Liability,-608.0
3185,2021,Apr,CC102,ACC1000000,Revenue,1019.016
3186,2021,Apr,CC102,ACC1000001,Revenue,92.351
3187,2021,Apr,CC102,ACC1000002,Revenue,1152.744
3188,2021,Apr,CC102,ACC1000004,Revenue,347.855
3189,2021,Apr,CC102,ACC2000000,Expense,750.689
3190,2021,Apr,CC102,ACC2000001,Expense,784.046
3191,2021,Apr,CC102,ACC2000002,Expense,481.583
3192,2021,Apr,CC102,ACC2000003,Expense,446.403
3193,2021,Apr,CC102,ACC2000005,Expense,707.539
3194,2021,Apr,CC102,ACC3000000,Asset,-214.306
3196,2021,Apr,CC102,ACC3000002,Asset,368.863
3197,2021,Apr,CC102,ACC4000001,Liability,1020.0
3198,2021,Apr,CC200,ACC1000000,Revenue,1273.828
3199,2021,Apr,CC200,ACC1000001,Revenue,402.192
3200,2021,Apr,CC200,ACC1000002,Revenue,1038.152
3201,2021,Apr,CC200,ACC1000004,Revenue,922.884
3202,2021,Apr,CC200,ACC2000000,Expense,834.867
3203,2021,Apr,CC200,ACC2000001,Expense,733.935
3204,2021,Apr,CC200,ACC2000002,Expense,480.468
3205,2021,Apr,CC200,ACC2000003,Expense,593.199
3206,2021,Apr,CC200,ACC2000005,Expense,704.929
3207,2021,Apr,CC200,ACC3000000,Asset,613.121
3209,2021,Apr,CC200,ACC3000002,Asset,294.429
3210,2021,Apr,CC200,ACC4000001,Liability,608.0
3211,2021,Apr,CC201,ACC1000000,Revenue,489.76
3212,2021,Apr,CC201,ACC1000001,Revenue,390.456
3213,2021,Apr,CC201,ACC1000002,Revenue,663.408
3214,2021,Apr,CC201,ACC1000004,Revenue,754.436
3215,2021,Apr,CC201,ACC2000000,Expense,402.363
3216,2021,Apr,CC201,ACC2000001,Expense,306.781
3217,2021,Apr,CC201,ACC2000002,Expense,248.164
3218,2021,Apr,CC201,ACC2000003,Expense,379.504
3219,2021,Apr,CC201,ACC2000005,Expense,348.417
3220,2021,Apr,CC201,ACC3000000,Asset,-514.819
3222,2021,Apr,CC201,ACC3000002,Asset,699.204
3223,2021,Apr,CC201,ACC4000001,Liability,-812.0
3224,2021,Apr,CC202,ACC1000000,Revenue,481.729
3225,2021,Apr,CC202,ACC1000001,Revenue,588.698
3226,2021,Apr,CC202,ACC1000002,Revenue,993.772
3227,2021,Apr,CC202,ACC1000004,Revenue,702.319
3228,2021,Apr,CC202,ACC2000000,Expense,457.9
3229,2021,Apr,CC202,ACC2000001,Expense,659.375
3230,2021,Apr,CC202,ACC2000002,Expense,410.379
3231,2021,Apr,CC202,ACC2000003,Expense,414.133
3232,2021,Apr,CC202,ACC2000005,Expense,285.523
3233,2021,Apr,CC202,ACC3000000,Asset,-797.369
3235,2021,Apr,CC202,ACC3000002,Asset,162.238
3236,2021,Apr,CC202,ACC4000001,Liability,-612.0
3237,2021,Apr,CC300,ACC1000000,Revenue,450.826
3238,2021,Apr,CC300,ACC1000001,Revenue,726.389
3239,2021,Apr,CC300,ACC1000002,Revenue,1065.31
3240,2021,Apr,CC300,ACC1000004,Revenue,975.117
3241,2021,Apr,CC300,ACC2000000,Expense,295.666
3242,2021,Apr,CC300,ACC2000001,Expense,699.502
3243,2021,Apr,CC300,ACC2000002,Expense,470.27
3244,2021,Apr,CC300,ACC2000003,Expense,519.207
3245,2021,Apr,CC300,ACC2000005,Expense,278.294
3246,2021,Apr,CC300,ACC3000000,Asset,-571.704
3248,2021,Apr,CC300,ACC3000002,Asset,1317.506
3249,2021,Apr,CC300,ACC4000001,Liability,-612.0
3250,2021,Apr,CC301,ACC1000000,Revenue,796.259
3251,2021,Apr,CC301,ACC1000001,Revenue,564.528
3252,2021,Apr,CC301,ACC1000002,Revenue,926.593
3253,2021,Apr,CC301,ACC1000004,Revenue,771.943
3254,2021,Apr,CC301,ACC2000000,Expense,523.882
3255,2021,Apr,CC301,ACC2000001,Expense,715.734
3256,2021,Apr,CC301,ACC2000002,Expense,255.527
3257,2021,Apr,CC301,ACC2000003,Expense,417.214
3258,2021,Apr,CC301,ACC2000005,Expense,458.105
3259,2021,Apr,CC301,ACC3000000,Asset,-260.33
3261,2021,Apr,CC301,ACC3000002,Asset,592.63
3262,2021,Apr,CC301,ACC4000001,Liability,-814.0
3263,2021,Apr,CC302,ACC1000000,Revenue,49.522
3264,2021,Apr,CC302,ACC1000001,Revenue,510.982
3265,2021,Apr,CC302,ACC1000002,Revenue,811.744
3266,2021,Apr,CC302,ACC1000004,Revenue,1068.09
3267,2021,Apr,CC302,ACC2000000,Expense,142.526
3268,2021,Apr,CC302,ACC2000001,Expense,558.872
3269,2021,Apr,CC302,ACC2000002,Expense,328.883
3270,2021,Apr,CC302,ACC2000003,Expense,473.584
3271,2021,Apr,CC302,ACC2000005,Expense,85.108
3272,2021,Apr,CC302,ACC3000000,Asset,-408.218
3274,2021,Apr,CC302,ACC3000002,Asset,522.124
3275,2021,Apr,CC302,ACC4000001,Liability,-814.0
3276,2021,May,CC100,ACC1000000,Revenue,124.525
3277,2021,May,CC100,ACC1000001,Revenue,673.52
3278,2021,May,CC100,ACC1000002,Revenue,1019.731
3279,2021,May,CC100,ACC1000004,Revenue,190.763
3280,2021,May,CC100,ACC2000000,Expense,175.893
3281,2021,May,CC100,ACC2000001,Expense,587.946
3282,2021,May,CC100,ACC2000002,Expense,447.381
3283,2021,May,CC100,ACC2000003,Expense,585.744
3284,2021,May,CC100,ACC2000005,Expense,166.657
3285,2021,May,CC100,ACC3000000,Asset,763.839
3287,2021,May,CC100,ACC3000002,Asset,648.182
3288,2021,May,CC100,ACC4000001,Liability,610.0
3289,2021,May,CC101,ACC1000000,Revenue,995.479
3290,2021,May,CC101,ACC1000001,Revenue,600.856
3291,2021,May,CC101,ACC1000002,Revenue,347.829
3292,2021,May,CC101,ACC1000004,Revenue,791.318
3293,2021,May,CC101,ACC2000000,Expense,621.051
3294,2021,May,CC101,ACC2000001,Expense,332.743
3295,2021,May,CC101,ACC2000002,Expense,117.896
3296,2021,May,CC101,ACC2000003,Expense,143.465
3297,2021,May,CC101,ACC2000005,Expense,468.15
3298,2021,May,CC101,ACC3000000,Asset,-325.358
3300,2021,May,CC101,ACC3000002,Asset,821.259
3301,2021,May,CC101,ACC4000001,Liability,-1018.0
3302,2021,May,CC102,ACC1000000,Revenue,1022.699
3303,2021,May,CC102,ACC1000001,Revenue,667.016
3304,2021,May,CC102,ACC1000002,Revenue,1133.04
3305,2021,May,CC102,ACC1000004,Revenue,398.704
3306,2021,May,CC102,ACC2000000,Expense,638.818
3307,2021,May,CC102,ACC2000001,Expense,723.276
3308,2021,May,CC102,ACC2000002,Expense,481.913
3309,2021,May,CC102,ACC2000003,Expense,588.68
3310,2021,May,CC102,ACC2000005,Expense,576.645
3311,2021,May,CC102,ACC3000000,Asset,740.411
3313,2021,May,CC102,ACC3000002,Asset,1070.489
3314,2021,May,CC102,ACC4000001,Liability,812.0
3315,2021,May,CC200,ACC1000000,Revenue,778.17
3316,2021,May,CC200,ACC1000001,Revenue,481.151
3317,2021,May,CC200,ACC1000002,Revenue,751.635
3318,2021,May,CC200,ACC1000004,Revenue,392.935
3319,2021,May,CC200,ACC2000000,Expense,477.037
3320,2021,May,CC200,ACC2000001,Expense,528.445
3321,2021,May,CC200,ACC2000002,Expense,302.676
3322,2021,May,CC200,ACC2000003,Expense,354.113
3323,2021,May,CC200,ACC2000005,Expense,422.392
3324,2021,May,CC200,ACC3000000,Asset,807.258
3326,2021,May,CC200,ACC3000002,Asset,624.002
3327,2021,May,CC200,ACC4000001,Liability,1016.0
3328,2021,May,CC201,ACC1000000,Revenue,350.168
3329,2021,May,CC201,ACC1000001,Revenue,63.318
3330,2021,May,CC201,ACC1000002,Revenue,583.459
3331,2021,May,CC201,ACC1000004,Revenue,310.593
3332,2021,May,CC201,ACC2000000,Expense,71.429
3333,2021,May,CC201,ACC2000001,Expense,306.395
3334,2021,May,CC201,ACC2000002,Expense,228.493
3335,2021,May,CC201,ACC2000003,Expense,249.561
3336,2021,May,CC201,ACC2000005,Expense,90.666
3337,2021,May,CC201,ACC3000000,Asset,-430.808
3339,2021,May,CC201,ACC3000002,Asset,401.628
3340,2021,May,CC201,ACC4000001,Liability,-396.0
3341,2021,May,CC202,ACC1000000,Revenue,733.325
3342,2021,May,CC202,ACC1000001,Revenue,347.647
3343,2021,May,CC202,ACC1000002,Revenue,1401.996
3344,2021,May,CC202,ACC1000004,Revenue,865.13
3345,2021,May,CC202,ACC2000000,Expense,547.642
3346,2021,May,CC202,ACC2000001,Expense,863.1
3347,2021,May,CC202,ACC2000002,Expense,542.271
3348,2021,May,CC202,ACC2000003,Expense,671.209
3349,2021,May,CC202,ACC2000005,Expense,540.662
3350,2021,May,CC202,ACC3000000,Asset,528.261
3352,2021,May,CC202,ACC3000002,Asset,320.248
3353,2021,May,CC202,ACC4000001,Liability,396.0
3354,2021,May,CC300,ACC1000000,Revenue,300.616
3355,2021,May,CC300,ACC1000001,Revenue,672.634
3356,2021,May,CC300,ACC1000002,Revenue,486.669
3357,2021,May,CC300,ACC1000004,Revenue,286.542
3358,2021,May,CC300,ACC2000000,Expense,144.925
3359,2021,May,CC300,ACC2000001,Expense,554.173
3360,2021,May,CC300,ACC2000002,Expense,259.332
3361,2021,May,CC300,ACC2000003,Expense,169.149
3362,2021,May,CC300,ACC2000005,Expense,171.708
3363,2021,May,CC300,ACC3000000,Asset,-138.842
3365,2021,May,CC300,ACC3000002,Asset,280.294
3366,2021,May,CC300,ACC4000001,Liability,-816.0
3367,2021,May,CC301,ACC1000000,Revenue,1029.029
3368,2021,May,CC301,ACC1000001,Revenue,384.0
3369,2021,May,CC301,ACC1000002,Revenue,1231.049
3370,2021,May,CC301,ACC1000004,Revenue,535.729
3371,2021,May,CC301,ACC2000000,Expense,629.255
3372,2021,May,CC301,ACC2000001,Expense,896.169
3373,2021,May,CC301,ACC2000002,Expense,445.905
3374,2021,May,CC301,ACC2000003,Expense,557.381
3375,2021,May,CC301,ACC2000005,Expense,618.426
3376,2021,May,CC301,ACC3000000,Asset,464.494
3378,2021,May,CC301,ACC3000002,Asset,462.087
3379,2021,May,CC301,ACC4000001,Liability,814.0
3380,2021,May,CC302,ACC1000000,Revenue,905.336
3381,2021,May,CC302,ACC1000001,Revenue,691.637
3382,2021,May,CC302,ACC1000002,Revenue,938.019
3383,2021,May,CC302,ACC1000004,Revenue,579.55
3384,2021,May,CC302,ACC2000000,Expense,612.406
3385,2021,May,CC302,ACC2000001,Expense,721.678
3386,2021,May,CC302,ACC2000002,Expense,485.835
3387,2021,May,CC302,ACC2000003,Expense,601.952
3388,2021,May,CC302,ACC2000005,Expense,572.445
3389,2021,May,CC302,ACC3000000,Asset,-887.941
3391,2021,May,CC302,ACC3000002,Asset,37.137
3392,2021,May,CC302,ACC4000001,Liability,-1012.0
3393,2021,Jun,CC100,ACC1000000,Revenue,383.8
3394,2021,Jun,CC100,ACC1000001,Revenue,785.901
3395,2021,Jun,CC100,ACC1000002,Revenue,1200.719
3396,2021,Jun,CC100,ACC1000004,Revenue,981.002
3397,2021,Jun,CC100,ACC2000000,Expense,144.247
3398,2021,Jun,CC100,ACC2000001,Expense,758.924
3399,2021,Jun,CC100,ACC2000002,Expense,471.429
3400,2021,Jun,CC100,ACC2000003,Expense,601.935
3401,2021,Jun,CC100,ACC2000005,Expense,191.018
3402,2021,Jun,CC100,ACC3000000,Asset,-975.528
3404,2021,Jun,CC100,ACC3000002,Asset,542.62
3405,2021,Jun,CC100,ACC4000001,Liability,-1018.0
3406,2021,Jun,CC101,ACC1000000,Revenue,171.375
3407,2021,Jun,CC101,ACC1000001,Revenue,559.223
3408,2021,Jun,CC101,ACC1000002,Revenue,631.291
3409,2021,Jun,CC101,ACC1000004,Revenue,369.367
3410,2021,Jun,CC101,ACC2000000,Expense,113.777
3411,2021,Jun,CC101,ACC2000001,Expense,317.836
3412,2021,Jun,CC101,ACC2000002,Expense,249.421
3413,2021,Jun,CC101,ACC2000003,Expense,228.841
3414,2021,Jun,CC101,ACC2000005,Expense,176.195
3415,2021,Jun,CC101,ACC3000000,Asset,-859.582
3417,2021,Jun,CC101,ACC3000002,Asset,107.985
3418,2021,Jun,CC101,ACC4000001,Liability,-1016.0
3419,2021,Jun,CC102,ACC1000000,Revenue,952.396
3420,2021,Jun,CC102,ACC1000001,Revenue,1107.484
3421,2021,Jun,CC102,ACC1000002,Revenue,524.093
3422,2021,Jun,CC102,ACC1000004,Revenue,291.374
3423,2021,Jun,CC102,ACC2000000,Expense,607.223
3424,2021,Jun,CC102,ACC2000001,Expense,342.347
3425,2021,Jun,CC102,ACC2000002,Expense,226.063
3426,2021,Jun,CC102,ACC2000003,Expense,285.842
3427,2021,Jun,CC102,ACC2000005,Expense,697.12
3428,2021,Jun,CC102,ACC3000000,Asset,-729.305
3430,2021,Jun,CC102,ACC3000002,Asset,721.501
3431,2021,Jun,CC102,ACC4000001,Liability,-1020.0
3432,2021,Jun,CC200,ACC1000000,Revenue,1065.788
3433,2021,Jun,CC200,ACC1000001,Revenue,1316.767
3434,2021,Jun,CC200,ACC1000002,Revenue,1224.097
3435,2021,Jun,CC200,ACC1000004,Revenue,1038.273
3436,2021,Jun,CC200,ACC2000000,Expense,759.727
3437,2021,Jun,CC200,ACC2000001,Expense,840.033
3438,2021,Jun,CC200,ACC2000002,Expense,572.371
3439,2021,Jun,CC200,ACC2000003,Expense,697.484
3440,2021,Jun,CC200,ACC2000005,Expense,680.29
3441,2021,Jun,CC200,ACC3000000,Asset,-422.194
3443,2021,Jun,CC200,ACC3000002,Asset,609.706
3444,2021,Jun,CC200,ACC4000001,Liability,-816.0
3445,2021,Jun,CC201,ACC1000000,Revenue,1219.359
3446,2021,Jun,CC201,ACC1000001,Revenue,928.663
3447,2021,Jun,CC201,ACC1000002,Revenue,1288.619
3448,2021,Jun,CC201,ACC1000004,Revenue,727.473
3449,2021,Jun,CC201,ACC2000000,Expense,793.71
3450,2021,Jun,CC201,ACC2000001,Expense,829.176
3451,2021,Jun,CC201,ACC2000002,Expense,505.357
3452,2021,Jun,CC201,ACC2000003,Expense,713.274
3453,2021,Jun,CC201,ACC2000005,Expense,739.989
3454,2021,Jun,CC201,ACC3000000,Asset,-813.285
3456,2021,Jun,CC201,ACC3000002,Asset,1046.632
3457,2021,Jun,CC201,ACC4000001,Liability,-1018.0
3458,2021,Jun,CC202,ACC1000000,Revenue,831.383
3459,2021,Jun,CC202,ACC1000001,Revenue,1068.759
3460,2021,Jun,CC202,ACC1000002,Revenue,805.337
3461,2021,Jun,CC202,ACC1000004,Revenue,532.499
3462,2021,Jun,CC202,ACC2000000,Expense,551.204
3463,2021,Jun,CC202,ACC2000001,Expense,694.97
3464,2021,Jun,CC202,ACC2000002,Expense,451.921
3465,2021,Jun,CC202,ACC2000003,Expense,528.967
3466,2021,Jun,CC202,ACC2000005,Expense,484.687
3467,2021,Jun,CC202,ACC3000000,Asset,-819.477
3469,2021,Jun,CC202,ACC3000002,Asset,271.735
3470,2021,Jun,CC202,ACC4000001,Liability,-1020.0
3471,2021,Jun,CC300,ACC1000000,Revenue,80.361
3472,2021,Jun,CC300,ACC1000001,Revenue,914.593
3473,2021,Jun,CC300,ACC1000002,Revenue,848.364
3474,2021,Jun,CC300,ACC1000004,Revenue,324.668
3475,2021,Jun,CC300,ACC2000000,Expense,82.862
3476,2021,Jun,CC300,ACC2000001,Expense,756.732
3477,2021,Jun,CC300,ACC2000002,Expense,393.389
3478,2021,Jun,CC300,ACC2000003,Expense,339.19
3479,2021,Jun,CC300,ACC2000005,Expense,91.401
3480,2021,Jun,CC300,ACC3000000,Asset,-715.981
3482,2021,Jun,CC300,ACC3000002,Asset,357.634
3483,2021,Jun,CC300,ACC4000001,Liability,-1020.0
3484,2021,Jun,CC301,ACC1000000,Revenue,728.372
3485,2021,Jun,CC301,ACC1000001,Revenue,1243.741
3486,2021,Jun,CC301,ACC1000002,Revenue,416.545
3487,2021,Jun,CC301,ACC1000004,Revenue,897.434
3488,2021,Jun,CC301,ACC2000000,Expense,495.985
3489,2021,Jun,CC301,ACC2000001,Expense,747.01
3490,2021,Jun,CC301,ACC2000002,Expense,152.693
3491,2021,Jun,CC301,ACC2000003,Expense,150.743
3492,2021,Jun,CC301,ACC2000005,Expense,457.698
3493,2021,Jun,CC301,ACC3000000,Asset,693.046
3495,2021,Jun,CC301,ACC3000002,Asset,288.732
3496,2021,Jun,CC301,ACC4000001,Liability,-1020.0
3497,2021,Jun,CC302,ACC1000000,Revenue,206.593
3498,2021,Jun,CC302,ACC1000001,Revenue,534.295
3499,2021,Jun,CC302,ACC1000002,Revenue,304.6
3500,2021,Jun,CC302,ACC1000004,Revenue,629.752
3501,2021,Jun,CC302,ACC2000000,Expense,147.164
3502,2021,Jun,CC302,ACC2000001,Expense,157.738
3503,2021,Jun,CC302,ACC2000002,Expense,157.616
3504,2021,Jun,CC302,ACC2000003,Expense,139.815
3505,2021,Jun,CC302,ACC2000005,Expense,137.721
3506,2021,Jun,CC302,ACC3000000,Asset,-630.427
3508,2021,Jun,CC302,ACC3000002,Asset,130.068
3509,2021,Jun,CC302,ACC4000001,Liability,-1020.0
3510,2021,Jul,CC100,ACC1000000,Revenue,759.561
3511,2021,Jul,CC100,ACC1000001,Revenue,206.31
3512,2021,Jul,CC100,ACC1000002,Revenue,720.35
3513,2021,Jul,CC100,ACC1000004,Revenue,616.692
3514,2021,Jul,CC100,ACC2000000,Expense,579.946
3515,2021,Jul,CC100,ACC2000001,Expense,544.281
3516,2021,Jul,CC100,ACC2000002,Expense,253.487
3517,2021,Jul,CC100,ACC2000003,Expense,360.024
3518,2021,Jul,CC100,ACC2000005,Expense,486.952
3519,2021,Jul,CC100,ACC3000000,Asset,622.984
3521,2021,Jul,CC100,ACC3000002,Asset,317.54
3522,2021,Jul,CC100,ACC4000001,Liability,1018.0
3523,2021,Jul,CC101,ACC1000000,Revenue,663.998
3524,2021,Jul,CC101,ACC1000001,Revenue,159.848
3525,2021,Jul,CC101,ACC1000002,Revenue,995.693
3526,2021,Jul,CC101,ACC1000004,Revenue,316.365
3527,2021,Jul,CC101,ACC2000000,Expense,571.137
3528,2021,Jul,CC101,ACC2000001,Expense,686.131
3529,2021,Jul,CC101,ACC2000002,Expense,411.961
3530,2021,Jul,CC101,ACC2000003,Expense,473.81
3531,2021,Jul,CC101,ACC2000005,Expense,477.814
3532,2021,Jul,CC101,ACC3000000,Asset,173.637
3534,2021,Jul,CC101,ACC3000002,Asset,125.916
3535,2021,Jul,CC101,ACC4000001,Liability,1014.0
3536,2021,Jul,CC102,ACC1000000,Revenue,749.744
3537,2021,Jul,CC102,ACC1000001,Revenue,912.145
3538,2021,Jul,CC102,ACC1000002,Revenue,579.752
3539,2021,Jul,CC102,ACC1000004,Revenue,856.032
3540,2021,Jul,CC102,ACC2000000,Expense,553.699
3541,2021,Jul,CC102,ACC2000001,Expense,229.572
3542,2021,Jul,CC102,ACC2000002,Expense,204.992
3543,2021,Jul,CC102,ACC2000003,Expense,293.4
3544,2021,Jul,CC102,ACC2000005,Expense,493.033
3545,2021,Jul,CC102,ACC3000000,Asset,320.69
3547,2021,Jul,CC102,ACC3000002,Asset,1028.282
3548,2021,Jul,CC102,ACC4000001,Liability,-1016.0
3549,2021,Jul,CC200,ACC1000000,Revenue,879.327
3550,2021,Jul,CC200,ACC1000001,Revenue,9.063
3551,2021,Jul,CC200,ACC1000002,Revenue,1185.413
3552,2021,Jul,CC200,ACC1000004,Revenue,655.983
3553,2021,Jul,CC200,ACC2000000,Expense,591.402
3554,2021,Jul,CC200,ACC2000001,Expense,612.879
3555,2021,Jul,CC200,ACC2000002,Expense,529.124
3556,2021,Jul,CC200,ACC2000003,Expense,644.921
3557,2021,Jul,CC200,ACC2000005,Expense,553.456
3558,2021,Jul,CC200,ACC3000000,Asset,144.471
3560,2021,Jul,CC200,ACC3000002,Asset,691.841
3561,2021,Jul,CC200,ACC4000001,Liability,1020.0
3562,2021,Jul,CC201,ACC1000000,Revenue,503.274
3563,2021,Jul,CC201,ACC1000001,Revenue,929.508
3564,2021,Jul,CC201,ACC1000002,Revenue,1066.005
3565,2021,Jul,CC201,ACC1000004,Revenue,396.634
3566,2021,Jul,CC201,ACC2000000,Expense,92.884
3567,2021,Jul,CC201,ACC2000001,Expense,891.507
3568,2021,Jul,CC201,ACC2000002,Expense,521.006
3569,2021,Jul,CC201,ACC2000003,Expense,551.703
3570,2021,Jul,CC201,ACC2000005,Expense,85.699
3571,2021,Jul,CC201,ACC3000000,Asset,679.377
3573,2021,Jul,CC201,ACC3000002,Asset,497.089
3574,2021,Jul,CC201,ACC4000001,Liability,1018.0
3575,2021,Jul,CC202,ACC1000000,Revenue,120.793
3576,2021,Jul,CC202,ACC1000001,Revenue,699.906
3577,2021,Jul,CC202,ACC1000002,Revenue,816.282
3578,2021,Jul,CC202,ACC1000004,Revenue,518.182
3579,2021,Jul,CC202,ACC2000000,Expense,281.709
3580,2021,Jul,CC202,ACC2000001,Expense,595.466
3581,2021,Jul,CC202,ACC2000002,Expense,347.13
3582,2021,Jul,CC202,ACC2000003,Expense,380.88
3583,2021,Jul,CC202,ACC2000005,Expense,152.307
3584,2021,Jul,CC202,ACC3000000,Asset,-578.375
3586,2021,Jul,CC202,ACC3000002,Asset,514.404
3587,2021,Jul,CC202,ACC4000001,Liability,-1018.0
3588,2021,Jul,CC300,ACC1000000,Revenue,419.732
3589,2021,Jul,CC300,ACC1000001,Revenue,766.223
3590,2021,Jul,CC300,ACC1000002,Revenue,426.155
3591,2021,Jul,CC300,ACC1000004,Revenue,17.165
3592,2021,Jul,CC300,ACC2000000,Expense,256.943
3593,2021,Jul,CC300,ACC2000001,Expense,514.055
3594,2021,Jul,CC300,ACC2000002,Expense,192.426
3595,2021,Jul,CC300,ACC2000003,Expense,205.015
3596,2021,Jul,CC300,ACC2000005,Expense,217.814
3597,2021,Jul,CC300,ACC3000000,Asset,194.85
3599,2021,Jul,CC300,ACC3000002,Asset,226.82
3600,2021,Jul,CC300,ACC4000001,Liability,-816.0
3601,2021,Jul,CC301,ACC1000000,Revenue,700.523
3602,2021,Jul,CC301,ACC1000001,Revenue,519.995
3603,2021,Jul,CC301,ACC1000002,Revenue,1843.612
3604,2021,Jul,CC301,ACC1000004,Revenue,752.488
3605,2021,Jul,CC301,ACC2000000,Expense,468.616
3606,2021,Jul,CC301,ACC2000001,Expense,1031.743
3607,2021,Jul,CC301,ACC2000002,Expense,725.805
3608,2021,Jul,CC301,ACC2000003,Expense,933.483
3609,2021,Jul,CC301,ACC2000005,Expense,423.253
3610,2021,Jul,CC301,ACC3000000,Asset,436.802
3612,2021,Jul,CC301,ACC3000002,Asset,773.866
3613,2021,Jul,CC301,ACC4000001,Liability,0.0
3614,2021,Jul,CC302,ACC1000000,Revenue,121.44
3615,2021,Jul,CC302,ACC1000001,Revenue,405.158
3616,2021,Jul,CC302,ACC1000002,Revenue,268.63
3617,2021,Jul,CC302,ACC1000004,Revenue,551.722
3618,2021,Jul,CC302,ACC2000000,Expense,94.669
3619,2021,Jul,CC302,ACC2000001,Expense,39.721
3620,2021,Jul,CC302,ACC2000002,Expense,22.288
3621,2021,Jul,CC302,ACC2000003,Expense,34.726
3622,2021,Jul,CC302,ACC2000005,Expense,86.224
3623,2021,Jul,CC302,ACC3000000,Asset,-255.61
3625,2021,Jul,CC302,ACC3000002,Asset,172.271
3626,2021,Jul,CC302,ACC4000001,Liability,-1020.0
3627,2021,Aug,CC100,ACC1000000,Revenue,212.003
3628,2021,Aug,CC100,ACC1000001,Revenue,465.115
3629,2021,Aug,CC100,ACC1000002,Revenue,892.032
3630,2021,Aug,CC100,ACC1000004,Revenue,758.319
3631,2021,Aug,CC100,ACC2000000,Expense,340.68
3632,2021,Aug,CC100,ACC2000001,Expense,539.067
3633,2021,Aug,CC100,ACC2000002,Expense,411.39
3634,2021,Aug,CC100,ACC2000003,Expense,343.057
3635,2021,Aug,CC100,ACC2000005,Expense,375.915
3636,2021,Aug,CC100,ACC3000000,Asset,42.135
3638,2021,Aug,CC100,ACC3000002,Asset,581.666
3639,2021,Aug,CC100,ACC4000001,Liability,-200.0
3640,2021,Aug,CC101,ACC1000000,Revenue,257.704
3641,2021,Aug,CC101,ACC1000001,Revenue,171.858
3642,2021,Aug,CC101,ACC1000002,Revenue,839.339
3643,2021,Aug,CC101,ACC1000004,Revenue,721.775
3644,2021,Aug,CC101,ACC2000000,Expense,373.129
3645,2021,Aug,CC101,ACC2000001,Expense,571.182
3646,2021,Aug,CC101,ACC2000002,Expense,348.768
3647,2021,Aug,CC101,ACC2000003,Expense,411.399
3648,2021,Aug,CC101,ACC2000005,Expense,283.877
3649,2021,Aug,CC101,ACC3000000,Asset,504.474
3651,2021,Aug,CC101,ACC3000002,Asset,269.68
3652,2021,Aug,CC101,ACC4000001,Liability,194.0
3653,2021,Aug,CC102,ACC1000000,Revenue,653.639
3654,2021,Aug,CC102,ACC1000001,Revenue,134.732
3655,2021,Aug,CC102,ACC1000002,Revenue,396.592
3656,2021,Aug,CC102,ACC1000004,Revenue,837.433
3657,2021,Aug,CC102,ACC2000000,Expense,325.152
3658,2021,Aug,CC102,ACC2000001,Expense,275.837
3659,2021,Aug,CC102,ACC2000002,Expense,220.114
3660,2021,Aug,CC102,ACC2000003,Expense,348.157
3661,2021,Aug,CC102,ACC2000005,Expense,241.603
3662,2021,Aug,CC102,ACC3000000,Asset,-531.57
3664,2021,Aug,CC102,ACC3000002,Asset,235.356
3665,2021,Aug,CC102,ACC4000001,Liability,-1018.0
3666,2021,Aug,CC200,ACC1000000,Revenue,1136.842
3667,2021,Aug,CC200,ACC1000001,Revenue,126.97
3668,2021,Aug,CC200,ACC1000002,Revenue,461.975
3669,2021,Aug,CC200,ACC1000004,Revenue,931.82
3670,2021,Aug,CC200,ACC2000000,Expense,880.416
3671,2021,Aug,CC200,ACC2000001,Expense,337.835
3672,2021,Aug,CC200,ACC2000002,Expense,316.052
3673,2021,Aug,CC200,ACC2000003,Expense,253.114
3674,2021,Aug,CC200,ACC2000005,Expense,705.073
3675,2021,Aug,CC200,ACC3000000,Asset,-1002.98
3677,2021,Aug,CC200,ACC3000002,Asset,229.167
3678,2021,Aug,CC200,ACC4000001,Liability,-812.0
3679,2021,Aug,CC201,ACC1000000,Revenue,1194.063
3680,2021,Aug,CC201,ACC1000001,Revenue,325.492
3681,2021,Aug,CC201,ACC1000002,Revenue,1321.919
3682,2021,Aug,CC201,ACC1000004,Revenue,821.415
3683,2021,Aug,CC201,ACC2000000,Expense,920.532
3684,2021,Aug,CC201,ACC2000001,Expense,879.247
3685,2021,Aug,CC201,ACC2000002,Expense,595.277
3686,2021,Aug,CC201,ACC2000003,Expense,671.19
3687,2021,Aug,CC201,ACC2000005,Expense,702.349
